 Age,RACE,famsize,INCOME,REGION,categories,colors,prices.amountMax,prices.amountMin,prices.color,prices.isSale,gender
37,ASIAN,3,MINCOME,WEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",84.99,59.49,Taupe,FALSE,Male
32,BLACK,1,MINCOME,SOUTH,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",84.99,59.49,Gray,FALSE,Male
39,WHITE,5,MINCOME,MIDWEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",84.99,84.99,Black,FALSE,Male
34,WHITE,7,MINCOME,WEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",84.99,55.99,Red,FALSE,Male
30,WHITE,5,LINCOME,WEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,47.99,Red,FALSE,Male
41,WHITE,3,HINCOME,NORTHEAST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,47.99,Blue,FALSE,Male
32,WHITE,3,HINCOME,NORTHEAST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,44.99,Gray,FALSE,Male
41,WHITE,1,MINCOME,WEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,69.99,Nude,FALSE,Male
34,WHITE,2,MINCOME,SOUTH,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,69.99,Gray,FALSE,Male
26,WHITE,6,NPOOR,WEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,59.99,Blue,FALSE,Male
37,ASIAN,2,HINCOME,SOUTH,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,44.99,Blue,FALSE,Male
31,WHITE,6,MINCOME,WEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,47.99,Nude,FALSE,Male
42,WHITE,5,LINCOME,WEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,44.99,Nude,FALSE,Male
37,BLACK,3,POOR,SOUTH,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,47.99,Blue,FALSE,Male
46,WHITE,4,HINCOME,WEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,50.99,Red,FALSE,Male
42,BLACK,3,POOR,NORTHEAST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,47.99,Nude,FALSE,Male
32,WHITE,2,LINCOME,MIDWEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,50.99,Nude,FALSE,Male
34,WHITE,1,POOR,MIDWEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,50.99,Red,FALSE,Male
42,WHITE,1,POOR,SOUTH,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,47.99,Gray,FALSE,Male
29,WHITE,3,LINCOME,SOUTH,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,44.99,Blue,FALSE,Male
41,BLACK,2,MINCOME,SOUTH,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,47.99,Blue,FALSE,Male
45,BLACK,4,MINCOME,SOUTH,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,44.99,Nude,FALSE,Male
39,BLACK,4,MINCOME,SOUTH,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,69.99,Red,FALSE,Male
38,WHITE,2,HINCOME,MIDWEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,59.99,Blue,FALSE,Male
26,OTHER,1,POOR,SOUTH,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,47.99,Nude,FALSE,Male
35,WHITE,4,MINCOME,SOUTH,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,50.99,Red,FALSE,Male
26,WHITE,2,LINCOME,WEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,69.99,Black,FALSE,Male
30,OTHER,2,HINCOME,MIDWEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,59.99,Blue,FALSE,Male
32,WHITE,1,MINCOME,NORTHEAST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,44.99,Black,FALSE,Male
35,BLACK,4,POOR,SOUTH,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,44.99,Nude,FALSE,Male
36,WHITE,3,MINCOME,MIDWEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,44.99,Blue,FALSE,Male
41,BLACK,4,POOR,SOUTH,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,47.99,Black,FALSE,Male
35,WHITE,3,HINCOME,SOUTH,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,47.99,Red,FALSE,Male
39,WHITE,3,NPOOR,WEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,59.99,Red,FALSE,Male
29,WHITE,3,MINCOME,MIDWEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,50.99,Blue,FALSE,Male
30,WHITE,3,MINCOME,MIDWEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,50.99,Red,FALSE,Male
37,BLACK,4,NPOOR,MIDWEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,59.99,Gray,FALSE,Male
27,WHITE,1,LINCOME,MIDWEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,69.99,Gray,FALSE,Male
46,WHITE,4,HINCOME,SOUTH,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,44.99,Nude,FALSE,Male
44,BLACK,2,MINCOME,SOUTH,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,47.99,Nude,FALSE,Male
25,WHITE,5,HINCOME,MIDWEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,50.99,Gray,FALSE,Male
35,WHITE,5,HINCOME,MIDWEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,59.99,Black,FALSE,Male
32,WHITE,2,POOR,WEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,69.99,Red,FALSE,Male
36,ASIAN,2,MINCOME,WEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,59.99,Black,FALSE,Male
45,ASIAN,3,NPOOR,WEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,59.99,Red,FALSE,Male
39,ASIAN,3,NPOOR,WEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,47.99,Gray,FALSE,Male
32,WHITE,6,MINCOME,SOUTH,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,59.99,Gray,FALSE,Male
33,WHITE,2,MINCOME,SOUTH,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",69.99,69.99,Black,FALSE,Male
37,WHITE,1,HINCOME,MIDWEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,69.99,Tan,FALSE,Male
31,BLACK,3,MINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,59.49,Pink,FALSE,Male
32,WHITE,2,POOR,NORTHEAST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,59.49,Tan,FALSE,Male
26,WHITE,6,NPOOR,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,59.49,Tan,FALSE,Male
46,WHITE,6,NPOOR,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,89.99,Tan,FALSE,Male
38,WHITE,1,MINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,52.49,Black,FALSE,Male
28,WHITE,7,MINCOME,NORTHEAST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,79.99,Tan,FALSE,Male
30,WHITE,4,POOR,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,79.99,Natural,FALSE,Male
34,WHITE,2,LINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,59.99,Red,FALSE,Male
36,BLACK,3,HINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,67.99,Tan,FALSE,Male
40,WHITE,4,HINCOME,NORTHEAST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,89.99,Black,FALSE,Male
34,WHITE,4,HINCOME,NORTHEAST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,79.99,Natural,FALSE,Male
37,WHITE,2,MINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,69.99,Black,FALSE,Male
44,WHITE,1,HINCOME,MIDWEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,89.99,Tan,FALSE,Male
46,WHITE,3,HINCOME,MIDWEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,89.99,Black,FALSE,Male
40,WHITE,1,POOR,NORTHEAST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,59.49,Black,FALSE,Male
27,WHITE,2,MINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,67.99,Tan,FALSE,Male
25,BLACK,7,HINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,67.99,Natural,FALSE,Male
41,BLACK,1,POOR,NORTHEAST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,67.99,Red,FALSE,Male
30,WHITE,6,MINCOME,MIDWEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,79.99,Tan,FALSE,Male
40,WHITE,7,NPOOR,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,63.99,Red,FALSE,Male
29,WHITE,7,MINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,42.49,Natural,FALSE,Male
43,WHITE,3,MINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,89.99,Natural,FALSE,Male
38,WHITE,3,MINCOME,NORTHEAST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,52.49,Black,FALSE,Male
29,WHITE,2,MINCOME,MIDWEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,42.49,Natural,FALSE,Male
45,WHITE,1,LINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,89.99,Natural,FALSE,Male
29,WHITE,2,LINCOME,NORTHEAST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,37.49,Natural,FALSE,Male
26,WHITE,3,HINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,89.99,Black,FALSE,Male
42,WHITE,3,HINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,89.99,Tan,FALSE,Male
27,WHITE,2,POOR,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,89.99,Tan,FALSE,Male
35,WHITE,4,LINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,39.99,Tan,FALSE,Male
25,WHITE,2,HINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,89.99,Red,FALSE,Male
46,WHITE,2,HINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,59.99,Red,FALSE,Male
29,WHITE,4,LINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,42.49,Tan,FALSE,Male
42,WHITE,2,NPOOR,MIDWEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",94.99,94.99,Natural,FALSE,Male
39,WHITE,3,POOR,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",94.99,39.99,Black,FALSE,Male
40,BLACK,6,NPOOR,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",94.99,37.49,Black,FALSE,Male
38,WHITE,2,MINCOME,NORTHEAST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",94.99,63.99,Natural,FALSE,Male
46,WHITE,8,LINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",94.99,79.99,Natural,FALSE,Male
29,WHITE,8,LINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",94.99,63.99,Natural,FALSE,Male
39,WHITE,2,LINCOME,MIDWEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",94.99,39.99,Taupe,FALSE,Male
34,WHITE,3,MINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",94.99,94.99,Black,FALSE,Male
32,WHITE,2,MINCOME,MIDWEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",94.99,79.99,Black,FALSE,Male
46,WHITE,10,NPOOR,NORTHEAST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",94.99,63.99,Taupe,FALSE,Male
34,WHITE,5,NPOOR,NORTHEAST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",94.99,39.99,Natural,FALSE,Male
28,WHITE,2,HINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",94.99,67.99,Black,FALSE,Male
28,ASIAN,4,HINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",94.99,63.99,Natural,FALSE,Male
25,WHITE,3,LINCOME,NORTHEAST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",94.99,39.99,Natural,FALSE,Female
46,WHITE,2,HINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",94.99,79.99,Natural,FALSE,Male
42,WHITE,2,LINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",94.99,67.99,Taupe,FALSE,Male
37,WHITE,3,NPOOR,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",94.99,59.99,Natural,FALSE,Female
27,WHITE,4,MINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",94.99,67.99,Natural,FALSE,Male
32,WHITE,2,HINCOME,NORTHEAST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",94.99,39.99,Taupe,FALSE,Male
40,WHITE,1,LINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",94.99,59.99,Natural,FALSE,Male
41,BLACK,5,MINCOME,MIDWEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",94.99,94.99,Black,FALSE,Male
35,BLACK,1,MINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",94.99,59.99,Black,FALSE,Female
27,WHITE,3,HINCOME,MIDWEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",94.99,94.99,Natural,FALSE,Male
28,OTHER,1,NPOOR,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",94.99,63.99,Natural,FALSE,Male
27,WHITE,1,HINCOME,NORTHEAST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",94.99,94.99,Taupe,FALSE,Male
32,WHITE,2,MINCOME,NORTHEAST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",94.99,67.99,Natural,FALSE,Male
25,WHITE,2,HINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",94.99,94.99,Taupe,FALSE,Female
26,WHITE,2,HINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",94.99,42.49,Black,FALSE,Female
32,WHITE,2,MINCOME,MIDWEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",94.99,79.99,Natural,FALSE,Male
27,WHITE,5,LINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,89.99,Nude,FALSE,Female
34,WHITE,1,HINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,79.99,Black,FALSE,Female
33,WHITE,4,LINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,89.99,Camel,FALSE,Female
27,BLACK,3,NPOOR,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,89.99,Camel,FALSE,Male
30,WHITE,2,HINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,37.49,Camel,FALSE,Female
31,WHITE,2,HINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,79.99,Red,FALSE,Female
36,WHITE,2,MINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,42.49,Nude,FALSE,Male
35,WHITE,1,LINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,63.99,Gray,FALSE,Male
36,WHITE,4,HINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,39.99,Black,FALSE,Male
44,WHITE,4,POOR,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,89.99,Gray,FALSE,Female
35,WHITE,4,POOR,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,42.49,Camel,FALSE,Male
25,BLACK,2,MINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,63.99,Red,FALSE,Male
39,WHITE,2,HINCOME,NORTHEAST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,39.99,Gray,FALSE,Male
26,WHITE,2,HINCOME,MIDWEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,89.99,Nude,FALSE,Male
28,WHITE,6,NPOOR,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,79.99,Nude,FALSE,Male
39,WHITE,6,LINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,42.49,Gray,FALSE,Male
44,WHITE,4,HINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,39.99,Black,FALSE,Female
32,BLACK,2,POOR,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,79.99,Camel,FALSE,Female
30,WHITE,1,MINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,59.99,Nude,FALSE,Male
46,WHITE,4,LINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,59.99,Camel,FALSE,Male
39,BLACK,2,MINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,79.99,Gray,FALSE,Male
35,WHITE,2,MINCOME,MIDWEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,39.99,Black,FALSE,Female
35,WHITE,5,HINCOME,NORTHEAST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,79.99,Gray,FALSE,Male
40,WHITE,4,LINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,67.99,Gray,FALSE,Male
32,WHITE,3,HINCOME,MIDWEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,37.49,Nude,FALSE,Male
43,NATIV,2,NPOOR,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,39.99,Gray,FALSE,Female
28,WHITE,4,POOR,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,37.49,Red,FALSE,Female
27,WHITE,1,LINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,67.99,Gray,FALSE,Female
31,WHITE,6,HINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,59.99,Chestnut,FALSE,Male
31,WHITE,7,MINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,42.49,Black,FALSE,Female
36,WHITE,7,MINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,59.99,Chestnut,FALSE,Female
40,WHITE,7,MINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,67.99,Gray,FALSE,Female
45,BLACK,2,POOR,NORTHEAST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,63.99,Chestnut,FALSE,Female
30,ASIAN,8,MINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,89.99,Gray,FALSE,Female
32,WHITE,3,MINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,59.99,Chestnut,FALSE,Male
37,WHITE,2,MINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,67.99,Black,FALSE,Male
40,WHITE,2,HINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,63.99,Black,FALSE,Male
39,WHITE,4,HINCOME,NORTHEAST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,89.99,Gray,FALSE,Female
36,WHITE,5,MINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,39.99,Gray,FALSE,Female
28,WHITE,5,LINCOME,MIDWEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,63.99,Chestnut,FALSE,Male
39,BLACK,2,LINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,37.49,Black,FALSE,Male
43,WHITE,1,HINCOME,NORTHEAST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,67.99,Gray,FALSE,Female
46,BLACK,1,LINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,89.99,Black,FALSE,Male
33,WHITE,2,NPOOR,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,37.49,Gray,FALSE,Female
40,WHITE,2,HINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,37.49,Brown,FALSE,Male
30,WHITE,2,HINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,42.49,Black,FALSE,Male
45,WHITE,3,HINCOME,NORTHEAST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,37.49,Gray,FALSE,Female
25,WHITE,6,MINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,63.99,Black,FALSE,Male
39,WHITE,5,MINCOME,NORTHEAST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,63.99,Chestnut,FALSE,Male
37,ASIAN,4,HINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,59.99,Black,FALSE,Female
27,BLACK,2,MINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,79.99,Chestnut,FALSE,Male
31,NATIV,3,NPOOR,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,67.99,Black,FALSE,Female
44,WHITE,1,MINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,37.49,Gray,FALSE,Male
37,WHITE,2,POOR,NORTHEAST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,89.99,Black,FALSE,Female
25,WHITE,1,LINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,37.49,Brown,FALSE,Male
27,WHITE,4,LINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",89.99,63.99,Chestnut,FALSE,Male
31,BLACK,3,POOR,WEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",54.99,31.99,Taupe,FALSE,Female
38,WHITE,4,MINCOME,WEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",54.99,29.99,Brown,FALSE,Female
38,WHITE,2,POOR,NORTHEAST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",54.99,54.99,Brown,FALSE,Male
28,WHITE,2,HINCOME,NORTHEAST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",54.99,39.99,Black,FALSE,Male
42,WHITE,4,MINCOME,MIDWEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",54.99,54.99,Gold,FALSE,Female
38,BLACK,4,LINCOME,SOUTH,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",54.99,29.99,Brown,FALSE,Male
29,WHITE,4,HINCOME,NORTHEAST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",54.99,29.99,Taupe,FALSE,Male
40,WHITE,2,MINCOME,MIDWEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",54.99,33.99,Taupe,FALSE,Male
27,WHITE,3,POOR,MIDWEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",54.99,29.99,Brown,FALSE,Female
27,WHITE,4,NPOOR,SOUTH,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",54.99,33.99,Pewter,FALSE,Male
25,WHITE,3,POOR,WEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",54.99,31.99,Brown,FALSE,Male
41,BLACK,5,POOR,NORTHEAST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",54.99,29.99,Pewter,FALSE,Female
39,WHITE,2,HINCOME,MIDWEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",54.99,31.99,Gold,FALSE,Male
46,WHITE,4,LINCOME,WEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",54.99,39.99,Taupe,FALSE,Male
27,WHITE,7,MINCOME,WEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",54.99,33.99,Gold,FALSE,Male
43,WHITE,7,POOR,WEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",54.99,54.99,Pewter,FALSE,Male
45,WHITE,2,MINCOME,SOUTH,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",54.99,33.99,Pewter,FALSE,Female
45,WHITE,2,MINCOME,SOUTH,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",54.99,39.99,Black,FALSE,Female
25,BLACK,2,LINCOME,MIDWEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",54.99,33.99,Black,FALSE,Male
30,WHITE,4,NPOOR,WEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",54.99,31.99,Brown,FALSE,Male
35,WHITE,3,HINCOME,NORTHEAST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",59.99,39.99,Blue,FALSE,Female
28,WHITE,3,MINCOME,SOUTH,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",59.99,42.49,Gray,FALSE,Female
27,WHITE,2,HINCOME,MIDWEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",59.99,49.99,Gray,FALSE,Male
30,WHITE,3,HINCOME,MIDWEST,"Womens,Shoes,Sandals,Journee Collection","Black,Grey,Beige",59.99,37.49,Black,FALSE,Female
